Total,Batteries,Biogas,Biomass,Coal,Geothermal,Imports,Large Hydro,Gas,Nuclear,Other,Small Hydro,Solar,Wind
22639.865,-3329.288,175.70894,275.32565,-0.09221902,751.1297,-582.8617,1149.3717,5722.536,1878.6686,0,251.65129,14552.564,1795.1499
22631.416,-3287.0405,175.67918,275.13007,-0.115606934,750.81793,-628.82367,1146.3208,5700.098,1877.5867,0,251.70232,14573.535,1796.526
22627.88,-3385.604,175.763,275.21387,-0.112716764,750.8468,-595.6156,1155.5173,5699.159,1877.474,0,251.69363,14614.749,1808.7977
22653.543,-3381.5837,175.74277,275.026,-0.098265894,750.80634,-591.9624,1161.3439,5693.8496,1877.4017,0,252.01445,14622.153,1818.8497
22660.58,-3325.6301,175.55202,274.9162,-0.098265894,750.28613,-648.84393,1163.3671,5690.113,1877.422,0,251.99422,14627.006,1824.4971
22672.77,-3287.4133,175.66763,274.9364,-0.10404624,749.85547,-682.89594,1172.2631,5686.3467,1877.5,0,252.06937,14622.8125,1831.7312
22689.031,-3197.7861,175.76012,275.03757,-0.098265894,749.6098,-723.11847,1160.5,5683.3325,1877.578,0,252.10693,14594.945,1841.1648
22713.447,-3122.76,175.72832,275.2688,-0.098265894,749.50287,-762.31793,1151.4133,5691.6245,1877.5693,0,252.2081,14577.91,1847.3988
22736.525,-3077.5203,175.72832,275.36707,-0.0867052,749.42194,-791.6416,1149.5116,5704.2803,1877.6445,0,252.15028,14566.165,1855.5057
22776.861,-3018.1877,175.78902,275.56937,-0.0867052,749.15027,-804.3902,1150.578,5716.922,1877.8439,0,252.18208,14540.537,1860.9537
22815.785,-2934.1965,175.8815,275.5925,-0.07225434,749.44507,-845.81793,1154.2023,5729.081,1877.8324,0,252.23122,14512.323,1869.2832
22855.992,-2864.1243,175.88728,275.3844,-0.08381503,749.50287,-893.6734,1159.6213,5740.801,1878.1069,0,252.13295,14502.099,1880.3381
22913.613,-2811.3093,175.76012,275.08093,-0.098265894,749.4682,-908.17633,1163.1329,5760.405,1878.0636,0,252.05492,14489.055,1890.1763
22973.139,-2769.9827,175.78902,274.93063,-0.12716763,749.35547,-921.66473,1168.1561,5778.0376,1878.1763,0,252.07225,14488.642,1899.7544
23003.193,-2848.344,175.9133,275.263,-0.13294798,749.35547,-856.1156,1199.9017,5767.6445,1878.0867,0,252.0607,14499.052,1910.5087
23074.055,-2835.3267,175.98843,275.41907,-0.13294798,749.32947,-823.95953,1211.9971,5765.6733,1878.2255,0,252.30637,14502.717,1921.8179
23129.453,-2763.9045,175.9133,275.18207,-0.115606934,749.02893,-840.43353,1216.1156,5765.688,1878.2572,0,252.44508,14488.922,1932.3555
23187.283,-2675.6445,175.97688,274.92487,-0.10404624,748.78326,-867.26013,1224.8728,5766.367,1878.3931,0,252.44508,14465.823,1942.7052
23245.82,-2509.1301,175.94798,274.83817,-0.08959538,748.72253,-906.40173,1221.0579,5757.8354,1878.6473,0,252.35838,14396.286,1955.7485
23321.717,-2380.3352,175.9711,274.57513,-0.10982659,748.2572,-946.17633,1216.4451,5778.0547,1878.8844,0,252.33237,14356.321,1967.4971
23387.125,-2306.2341,175.83237,274.63007,-0.115606934,748.13007,-966.38727,1218.4307,5813.295,1879.1099,0,252.17342,14319.205,1979.0549
23462.39,-2230.9565,175.89885,274.46243,-0.12427746,748.3266,-983.3902,1222.3988,5843.095,1879.3295,0,252.02023,14287,1994.3295
23535.096,-2136.393,175.86995,274.87283,-0.13583815,748.43353,-1007.91907,1226.8468,5862.818,1879.4653,0,251.9104,14252.954,2006.3728
23617.74,-2026.078,175.93063,274.8237,-0.14739884,748.51447,-1044.3757,1232.9856,5889.185,1879.6359,0,251.82082,14214.584,2020.8613
23707.336,-1948.6185,175.86127,274.7052,-0.14161849,748.48846,-1055.0549,1239.7717,5924.0635,1879.8265,0,251.80925,14179.882,2036.7428
23781.156,-1898.9971,175.89307,274.64163,-0.14161849,748.5578,-1044.9827,1250.6445,5956.783,1880.0752,0,251.71677,14135.581,2051.3843
23820.887,-2003.1792,175.86127,274.96533,-0.12427746,748.69653,-955.185,1315.8324,5979.5117,1879.7659,0,251.92197,14091.679,2061.1416
23897.396,-1975.4421,175.93642,274.75723,-0.12716763,748.79767,-911.9682,1345.9451,5987.188,1879.8064,0,252.89017,14043.954,2075.659
23981.668,-1874.5693,175.87283,274.65607,-0.11849711,748.974,-916.80634,1357.5867,5994.7803,1879.9509,0,253.23988,13996.627,2091.4739
24077.098,-1763.3092,175.96243,274.6214,-0.10404624,748.9682,-937.42773,1375.9683,6014.104,1880.026,0,253.25145,13950.885,2104.153
24177.164,-1598.2977,176.01445,274.58093,-0.098265894,749.12427,-973.95087,1371.9624,6053.737,1880.5173,0,253.35838,13872.093,2118.1243
24276.775,-1495.7283,176.0607,274.36993,-0.10693642,749.1098,-1000.80347,1368.7428,6117.8613,1880.5636,0,253.34682,13821.968,2131.3901
24367.408,-1448.1127,175.98555,274.52023,-0.098265894,748.86127,-999.49133,1380.4769,6172.734,1880.6185,0,253.19942,13783.283,2145.4307
24478.066,-1379.9683,176.01157,274.52023,-0.10115607,748.92487,-997.81793,1390.1243,6232.4453,1880.7196,0,253.07515,13736.295,2163.8381
24562.168,-1276.2725,176.08116,274.3768,-0.11014493,748.86084,-1011.5681,1391.2551,6295.2666,1879.7275,0,252.9971,13656.0205,2175.5334
24683.633,-1163.9159,176.14203,274.29855,-0.11884058,748.86957,-1046.371,1409.8232,6361.8115,1879.7478,0,253.04927,13599.275,2191.0203
24804.385,-1070.0464,176.04347,274.17682,-0.11594203,748.86957,-1036.829,1422.113,6436.38,1879.8492,0,252.93044,13519.687,2201.3276
24964.375,-1069.6772,176.18732,274.0807,-0.17291066,749.2219,-964.00867,1453.4697,6559.9136,1882.1758,0,252.83574,13429.049,2221.2998
25002.701,-1185.1355,176.25072,274.23056,-0.16138329,749.4121,-834.74927,1548.856,6606.8906,1882.0259,0,253.84726,13297.202,2234.0317
25083.969,-1132.6743,176.17291,274.2997,-0.16426513,749.6311,-711.804,1600.1671,6616.68,1882.0778,0,259.1268,13126.867,2243.588
25211.994,-995.54755,176.10374,274.32565,-0.13832854,749.80695,-667.5879,1621.1182,6668.726,1882.0864,0,260.9827,12982.285,2259.8328
25346.326,-842.4352,176.23343,274.41498,-0.11815562,749.8098,-682.6369,1646.8357,6737.9224,1882.0115,0,261.2853,12862.433,2280.5706
25489.35,-696.54755,176.31123,274.69452,-0.13832854,749.7464,-658.2824,1652.0115,6841.7866,1881.9943,0,261.38904,12706.737,2299.6455
25634.086,-564.2219,176.36888,274.94812,-0.13256484,749.8991,-649.8703,1658.049,6970.902,1881.9856,0,261.5072,12559.484,2315.1672
25751.799,-494.68588,176.34871,275.29684,-0.13544668,749.88763,-623.99426,1675.6023,7105.706,1881.9049,0,261.4121,12415.158,2329.2969
25889.146,-398.92508,176.44669,275.36023,-0.14985591,750,-587.0144,1692.4841,7245.3833,1881.8761,0,261.1729,12246.337,2346.1758
26019.053,-261.0289,176.58382,275.3526,-0.13294798,750.0318,-554.68787,1704.6156,7383.7715,1880.8468,0,261.13583,12043.985,2358.5781
26174.145,-101.73699,176.67918,275.13293,-0.13294798,750.29193,-541.5954,1722.2745,7521.841,1880.7601,0,261.1792,11850.529,2378.9219
26319.832,11.930635,176.59827,275.45087,-0.13872832,750.43933,-492.2659,1748.9624,7658.5146,1880.922,0,261.09537,11652.477,2395.847
26468.799,-37.239193,176.63977,275.38327,-0.14697406,750.50433,-345.28818,1834.5879,7797.2046,1881.8617,0,261.2997,11461.349,2412.6426
26396.158,-399.098,176.78674,276.4899,-0.17867436,750.8271,-98.65418,2037.608,7864.3228,1881.5792,0,263.17578,11220.19,2423.1096
26462.229,-441.6369,177.049,276.65417,-0.14409222,751.51587,93.80403,2132.5764,7904.317,1881.7234,0,268.61383,10982.36,2435.3948
26612.188,-295.44955,177.00865,276.80692,-0.129683,751.64264,167.60231,2167.2854,7999.9424,1881.781,0,269.86743,10770.199,2445.631
26780.92,-94.76657,177.11528,276.91354,-0.13832854,751.4726,128.66283,2210.49,8129.285,1881.856,0,270.24496,10590.075,2459.709
26954.922,80.00576,177.10663,277.08932,-0.10951009,751.6513,142.96829,2236.8877,8262.185,1881.9366,0,270.50143,10396.248,2478.4524
27128.77,249.67146,177.10086,276.7752,-0.12391931,751.6801,152.85014,2253.8157,8396.436,1881.9366,0,270.6484,10223.309,2494.6714
27291.805,347.79828,177.08934,276.69742,-0.13256484,751.8934,206.4582,2275.925,8532.193,1881.8992,0,270.62823,10061.557,2509.7983
27462.52,429.47263,177.11528,276.75504,-0.15273775,752.1614,289.10663,2297.8127,8658.193,1881.9481,0,270.60806,9902.524,2526.974
27637.535,568.2709,177.21037,276.59943,-0.13544668,752.0346,325.17578,2318.9568,8790.79,1881.9827,0,270.6801,9730.303,2545.6687
27819.883,729.2075,177.23055,276.58212,-0.12103746,751.951,334.8876,2351.049,8938.57,1881.9683,0,270.6628,9546.251,2561.6426
27991.47,876.25073,177.19885,276.57635,-0.129683,752.1758,399.9049,2388.9165,9062.683,1881.9913,0,270.6052,9330.66,2574.637
28135.475,908.6369,177.3026,276.04898,-0.13256484,752.24493,553.7839,2473.3545,9169.205,1882.0894,0,270.8415,9089.142,2582.9597
28144.553,664.5389,177.43228,275.48703,-0.13544668,752.83575,790.59656,2665.1787,9226.409,1882.0864,0,271.95966,8847.251,2590.9136
28231.605,662.2709,177.60806,275.3804,-0.13256484,753.3026,1011.54755,2748.216,9245.383,1882.2391,0,273.95102,8597.029,2604.8098
28380.432,784.4755,177.65994,275.06628,-0.129683,753.781,1138.5043,2777.6543,9339.971,1882.4064,0,274.38904,8357.421,2619.2334
28548.734,953.41785,177.78963,275.1729,-0.13256484,754.2161,1151.7205,2832.4985,9475.801,1882.5101,0,274.6801,8133.5474,2637.513
28705.06,1146.5591,177.82709,275.2392,-0.12103746,754.8617,1175.1758,2863.7896,9605.891,1882.5879,0,274.93658,7888.3774,2659.9365
28854.986,1345.3314,177.90202,275.536,-0.12391931,755.3977,1201.7723,2887.9915,9736.585,1882.6512,0,275.0144,7635.6514,2681.2766
28976.46,1478.8242,177.83286,275.5072,-0.14697406,755.6369,1265.0115,2923.9797,9860.421,1882.7291,0,274.97983,7380.5996,2701.0864
29093.273,1621.7579,177.92508,275.57062,-0.13256484,756.0432,1359.2247,2949.2334,9959.798,1882.8876,0,274.9539,7112.5186,2723.4927
29206.646,1796.245,177.93372,275.58212,-0.13544668,756.219,1443.7609,2967.634,10065.443,1882.902,0,274.7781,6823.6743,2742.6082
29318.986,1961.6139,178.03746,275.7464,-0.13256484,756.3977,1531.4352,3008.6514,10182.735,1882.9337,0,274.78387,6507.0747,2759.709
29419.389,2123.15,177.89049,275.8271,-0.13544668,756.86456,1645.0836,3068.7463,10278.176,1882.9683,0,274.8588,6162.262,2773.6975
29486.914,2169.9165,177.94812,275.74927,-0.14409222,756.77234,1830.7234,3191.9597,10345.087,1883.0144,0,275.01154,5796.513,2784.363
29360.504,2069.2278,178.04323,275.56195,-0.16714698,756.67725,1980.3632,3414.4783,10335.96,1882.5994,0,275.72046,5400.3374,2791.7031
29352.855,2104.9395,178.19308,275.67148,-0.14409222,756.6455,2191.3604,3553.6196,10329.3545,1882.7609,0,276.65994,5004.6973,2799.098
29407.824,2229.0403,178.22191,275.902,-0.14409222,756.75507,2372.9597,3607.2651,10392.127,1882.6974,0,277.07492,4625.34,2810.585
29476.371,2402.8877,178.32277,275.87033,-0.17291066,757.25934,2474.5476,3661.3833,10492.389,1882.7378,0,277.2536,4252.0605,2821.8328
29537.703,2583.2478,178.31123,275.86743,-0.1815562,757.34296,2580.5217,3693.0864,10600.873,1883.1239,0,277.3948,3876.5505,2831.565
29592.764,2778.4985,178.33717,275.78387,-0.16426513,757.3458,2668.879,3718.3748,10711.331,1883.1758,0,277.45532,3502.634,2841.1123
29634.023,2921.0203,178.21902,275.92795,-0.16714698,757.43805,2788.879,3743.6628,10822.666,1883.2507,0,277.40634,3137.5676,2848.1528
29677.69,3100.17,178.30836,275.9539,-0.17291066,757.17004,2873.7925,3764.562,10919.173,1883.294,0,277.41788,2791.1528,2856.8674
29679.688,3281.1157,178.39307,275.9364,-0.17630059,757.50867,2943.844,3779.8093,10989.804,1882.3815,0,277.45953,2451.7427,2861.8699
29711.465,3440.24,178.45087,275.9364,-0.17052023,757.60693,3022.8381,3797.4104,11071.572,1882.4104,0,277.47687,2135.6272,2872.0664
29732.09,3589.7168,178.49133,275.91907,-0.17052023,757.82367,3106.9739,3816.0781,11132.645,1882.3324,0,277.46243,1836.8324,2877.9856
29765.994,3716.9395,178.55331,275.98846,-0.19884726,757.9337,3187.078,3843.7607,11194.611,1883.3861,0,277.3631,1564.6427,2885.9365
29701.14,3925.069,178.65706,276.2363,-0.18731989,758.3631,3135.0374,3869.369,11191.631,1883.3113,0,277.44092,1309.4841,2896.729
29688.53,4032.6226,178.75505,276.27664,-0.1815562,758.38904,3197.5908,3896.8013,11197.164,1883.366,0,277.74063,1082.7867,2907.219
29672.982,4078.317,178.78386,276.3372,-0.18443803,758.3314,3290.072,3913,11221.888,1883.3717,0,277.9539,880.22766,2914.8848
29671.217,4134.1816,178.94812,276.31412,-0.2017291,758.7464,3356.7175,3928.1672,11250.343,1883.3746,0,278.1556,704.88763,2921.582
29656.314,4169.591,179.04611,276.21613,-0.2074928,758.99713,3410.4668,3940.8904,11275.386,1883.5879,0,278.16138,554.85016,2929.3286
29639.053,4188.634,179.05763,276.20172,-0.21613833,759.0375,3464.4207,3949.2766,11294.282,1883.683,0,278.16428,428.19885,2938.3113
29604.588,4180.3604,179.05188,276.30548,-0.21325648,759.2997,3523.784,3953.7493,11300.476,1883.7493,0,278.14697,321.66858,2948.2104
29576.447,4170.1123,179.09222,276.24207,-0.21037464,759.59076,3575.0952,3956.8733,11308.179,1884,0,278.13834,235.04611,2954.288
29540.174,4132.3315,179.02594,276.32565,-0.21613833,759.8703,3629.3054,3954.4927,11317.594,1884.0548,0,278.13544,167.95389,2961.2998
29502.219,4076.928,179,276.31702,-0.2074928,759.87317,3695.8733,3951.4324,11315.026,1884.1383,0,278.1095,116.78098,2968.9482
29456.129,4011.8704,179.01152,276.24496,-0.19308357,759.86743,3738.9395,3950.49,11318.605,1884.245,0,278.07205,79.92507,2979.0518
29401.703,3973.778,178.99423,276.19885,-0.17867436,759.73486,3746.631,3947.3862,11314.732,1884.17,0,277.87607,53.8415,2988.5388
29358.314,4127.9395,179.09798,276.27954,-0.15850145,760,3635.66,3935.0518,11246.216,1884.2969,0,277.78098,37.550434,2998.5994
29326.646,4118.2163,179.11815,276.2392,-0.16426513,760.21326,3629.3198,3933.15,11235.784,1884.2391,0,277.8588,25.201729,3007.4697
29276.588,4026.8357,179.049,276.25073,-0.17291066,760.48126,3685.1643,3923.3833,11233.441,1884.3026,0,277.84726,15.974064,3014.0317
29238.223,3951.8416,179.04034,276.10663,-0.18731989,760.585,3756.0403,3913.3892,11207.524,1884.3344,0,277.9193,11.927954,3019.7002
29176.398,3848.6658,179.08069,275.87033,-0.19020173,761.0144,3810.3604,3907.193,11196.516,1884.389,0,277.80405,9.84438,3025.85
29114.744,3723.804,179.08069,275.96542,-0.20461094,761.268,3875.5706,3904.075,11190.564,1884.438,0,277.72336,8.67147,3033.7869
29040.295,3637.0864,179.00288,275.93658,-0.20461094,761.24493,3927.1643,3899.0432,11150.743,1884.4841,0,277.68588,8.100864,3040.0059
28969.832,3532.6052,178.99712,276.00287,-0.2074928,761.51587,3984.5044,3894.5994,11127.397,1884.6398,0,277.70892,7.389049,3044.6802
28882.766,3409.078,179.01729,276.18445,-0.19884726,761.62823,4033.418,3889.268,11116.896,1884.7867,0,277.7176,7.0259366,3047.9453
28791.59,3291.4624,179.13005,275.9162,-0.17630059,761.77747,4094.7947,3884.9539,11078.705,1883.8641,0,277.68207,5.936416,3057.5435
28695.98,3187.0867,179.15028,275.9422,-0.1618497,762.04047,4121.5522,3877.4219,11065.136,1884,0,277.75433,5.5346823,3060.5232
28610.94,3141.9048,179.06917,276.21326,-0.16714698,762.1816,4117.6025,3849.4927,11060.821,1885.049,0,277.77234,5.256484,3055.7434
28647.297,3361.219,179.06628,276.42075,-0.12391931,762.88184,4063.369,3800.977,10980.095,1885.2565,0,277.17004,4.907781,3056.0576
28635.283,3355.9106,178.97406,275.97983,-0.14985591,762.8328,4087.8674,3782.8213,10967.842,1885.2018,0,276.24207,4.322767,3057.438
28546.69,3235.0662,178.94237,275.87033,-0.15273775,762.7752,4137.807,3767.9165,10967.421,1885.4294,0,275.80978,3.8040345,3056
28481.043,3140.049,179.10374,275.87033,-0.15561959,762.85016,4221.5996,3749.15,10932.922,1885.4496,0,275.74353,3.590778,3054.8704
28376.02,2994.83,179.02594,275.89337,-0.14697406,763.0144,4294.1616,3736.098,10913.96,1885.6196,0,275.5389,3.5043228,3054.5217
28268.395,2836.5244,179.01729,276.05475,-0.16138329,763.0951,4370.6313,3728.003,10896.899,1885.856,0,275.41788,3.6570606,3053.4006
28154.135,2723.4841,179.01152,276.55045,-0.16138329,763.1383,4430.7207,3721.3142,10844.228,1885.9741,0,275.34293,3.5619597,3050.9712
28034.602,2582.778,178.96829,276.44382,-0.17002882,763.2738,4504.5503,3711.4812,10804.631,1886.075,0,275.4121,3.573487,3047.585
27903.66,2412.003,178.94237,276.1556,-0.16714698,763.2767,4579.1987,3699.3833,10783.891,1886.2133,0,275.36887,3.3948126,3046
27764.008,2253.637,178.97118,275.80978,-0.13832854,763.36597,4657.118,3689.0576,10736.095,1886.461,0,275.43228,3.4899135,3044.709
27622.305,2095.4324,178.90778,274.49857,-0.11815562,763.4438,4729.6226,3673.7925,10697.023,1886.6512,0,275.50433,3.6743517,3043.8733
27467.45,1993.0519,178.82132,272.2104,-0.09798271,763.77234,4759.6772,3632.9395,10658.233,1886.7954,0,275.4899,3.7838616,3042.7722
27320.168,2140.121,178.85591,269.36023,-0.06628242,763.81555,4655.461,3549.1267,10556.767,1886.3516,0,274.29395,3.7838616,3042.2969
27183.553,2070.2998,178.88185,267.56195,-0.08645533,763.8242,4667.429,3511.6282,10522.911,1886.5072,0,270.2104,3.5648415,3040.8213
27035.71,1918.9827,178.90778,266.634,-0.095100865,764.1672,4725.876,3489.4956,10493.136,1886.464,0,269.04034,3.2939482,3039.8098
26891.92,1759.2247,178.96829,265.97406,-0.09798271,764.38904,4831.6543,3468.9653,10426.858,1886.6715,0,268.7291,3.201729,3037.3804
26744.43,1575.5447,178.8588,265.6657,-0.11527377,764.7032,4936.536,3450.7637,10378.977,1887.3372,0,268.40057,3.0489914,3034.709
26592.273,1388.4899,178.84726,265.29684,-0.13544668,765.12103,5021.8906,3437.6082,10344.282,1887.539,0,268.1729,2.9394813,3032.222
26433.646,1242.6254,178.77522,265.10086,-0.14409222,765.3833,5082.0723,3426.6282,10285.424,1887.6254,0,268.1441,2.740634,3029.271
26281.52,1084.9741,178.73775,264.9049,-0.14409222,765.6225,5145.758,3415.34,10240.513,1887.8501,0,268.13257,2.7089338,3027.121
26127.043,932.8617,178.81268,264.99136,-0.11815562,765.8415,5202.591,3401.4668,10199.443,1887.7609,0,268.11816,2.6023054,3022.6714
25977.012,808.70605,178.79251,264.82422,-0.13832854,766.09796,5255.101,3389.562,10134.954,1887.9164,0,268.1412,2.5648415,3020.49
25826.97,701.91644,178.71758,264.07782,-0.12391931,766.2075,5283.164,3372.2334,10081.245,1887.9971,0,268.19022,2.7319884,3020.6138
25658.14,666.1614,178.69164,263.31702,-0.10086455,766.3458,5241.2275,3331.5706,10032.718,1888.0951,0,268.0951,2.5677233,3019.4524
25525.709,825.83575,178.73486,262.268,-0.074927956,766.3631,5092.0664,3270.85,9952.954,1888.1556,0,267.81555,1.4697406,3019.271
25404.066,812.7291,178.76657,261.12967,-0.10086455,766.5879,5065.9365,3241.17,9907.268,1888.1902,0,265.85303,1.5043228,3015.0317
25261.146,716.2104,178.68877,260.7147,-0.11527377,766.87317,5068.7466,3222.85,9880.089,1888.1959,0,265.1124,1.4005764,3012.3804
25124.133,603.049,178.67146,260.56772,-0.12680115,767.1095,5116.571,3203.415,9830.686,1888.1989,0,264.7896,1.2910663,3009.9106
24988.357,441.14984,178.66283,260.57062,-0.129683,767.51874,5199.614,3186.9915,9793.715,1888.17,0,264.48126,1.4466859,3006.1672
24848.156,286.42365,178.70605,260.61673,-0.12391931,767.64264,5256.9194,3172.709,9769.078,1888.1643,0,264.2104,1.6023055,3002.2075
24702.947,158.89914,178.65417,260.7608,-0.14697406,767.7089,5292.6396,3163.4236,9731.732,1888.1066,0,264.10663,1.6311239,2995.4324
24565.764,30.492796,178.7608,260.67725,-0.129683,767.72046,5328.585,3155.1384,9704.836,1888.075,0,264.05765,1.3054755,2986.2449
24438.92,-95.88184,178.8588,260.82422,-0.11815562,767.7464,5361.8413,3152.023,9683,1888.0836,0,263.99136,1.0835735,2977.4668
24309.527,-197.51585,178.88185,260.95102,-0.12680115,767.67725,5387.245,3146.4324,9641.68,1887.9856,0,264,1.2651297,2971.0518
24160.658,-282.6968,179.00874,260.51602,-0.09912536,767.5277,5396.414,3135.3733,9588.189,1887.0321,0,264.16617,0.94752187,2964.2798
