Total,Batteries,Biogas,Biomass,Coal,Geothermal,Imports,Large Hydro,Natural Gas,Nuclear,Other,Small Hydro,Solar,Wind
24042.58550724638,0,178.94782608695652,260.7072463768116,-0.05507246376811594,767.3797101449276,5371.286956521739,3071.4115942028984,9545.278260869565,1882.4753623188406,0,264.25797101449274,-258.8840579710145,2959.7797101449273
24186.47536231884,0,179.02898550724638,260.8086956521739,-0.02318840579710145,767.7101449275362,5244.475362318841,2961.0550724637683,9443.278260869565,1882.2289855072463,0,264.03478260869565,229.2985507246377,2954.5797101449275
24223.76231884058,0,178.92753623188406,260.07246376811594,-0.07536231884057971,767.7913043478261,5194.066666666667,2922.2521739130434,9365.889855072464,1881.9391304347826,0,263.2463768115942,440.4231884057971,2949.2289855072463
24120.284057971014,0,178.85797101449276,259.84927536231885,-0.08695652173913043,767.8608695652174,5191.739130434783,2909.8521739130433,9331.457971014494,1881.8260869565217,0,262.5884057971015,394.0231884057971,2942.3159420289853
24069.147826086955,0,178.90144927536232,259.7971014492754,-0.08985507246376812,767.8550724637681,5261.240579710145,2904.426086956522,9294.857971014493,1881.6260869565217,0,262.4927536231884,321.5913043478261,2936.449275362319
23961.260869565216,0,178.9217391304348,259.54782608695655,-0.1072463768115942,767.872463768116,5276.026086956522,2884.7971014492755,9263.339130434782,1881.5768115942028,0,262.57971014492756,256.35072463768114,2930.3565217391306
23856.79420289855,0,178.85797101449276,259.4695652173913,-0.11304347826086956,767.7884057971014,5300.371014492754,2872.205797101449,9237.944927536231,1881.3942028985507,0,262.41449275362316,171.95942028985507,2924.501449275362
23755.768115942028,0,178.92463768115942,259.6202898550725,-0.11014492753623188,767.8608695652174,5314.782608695652,2865.289855072464,9205.521739130434,1881.2376811594204,0,262.2869565217391,101.42028985507247,2918.9333333333334
23663.88115942029,0,178.90434782608696,259.4811594202898,-0.12753623188405797,767.9014492753623,5333.371014492754,2857.6057971014493,9170.562318840579,1881.0840579710145,0,262.28985507246375,37.02608695652174,2915.782608695652
23557.19420289855,0,178.9449275362319,259.48985507246374,-0.11014492753623188,767.8927536231884,5338.084057971015,2849.895652173913,9138.034782608696,1880.9072463768116,0,262.231884057971,-30.707246376811593,2912.5304347826086
23459.486956521738,0,178.93623188405797,259.59420289855075,-0.11014492753623188,767.9623188405797,5340.463768115942,2843.4579710144926,9103.159420289856,1880.7594202898551,0,262.3159420289855,-87.82028985507246,2910.768115942029
23359.90724637681,0,179.02028985507246,259.7217391304348,-0.09855072463768116,767.8840579710145,5341.023188405798,2830.402898550725,9061.605797101449,1880.591304347826,0,262.2840579710145,-129.16811594202898,2906.6405797101447
23263.057971014492,0,179.1072463768116,259.9217391304348,-0.09565217391304348,768.0347826086957,5332.127536231884,2809.0173913043477,9009.55652173913,1880.4840579710144,0,262.2144927536232,-138.30144927536233,2900.991304347826
23211.13913043478,0,179.06376811594203,260.295652173913,-0.07246376811594203,768.1652173913044,5298.113043478261,2783.8202898550726,8965.107246376812,1880.1942028985507,0,262.2840579710145,-82.49855072463768,2896.6666666666665
23160.153623188406,0,179.04927536231884,260.05797101449275,-0.08695652173913043,768.2550724637681,5304.489855072464,2768.7652173913043,8920.12463768116,1879.982608695652,0,262.5768115942029,-73.06666666666666,2890.0057971014494
23072.379710144927,0,179.05217391304348,259.8985507246377,-0.08985507246376812,768.295652173913,5289.939130434783,2759.063768115942,8881.12463768116,1879.736231884058,0,262.4724637681159,-91.21739130434783,2884.104347826087
22987.39420289855,0,179.0231884057971,259.84057971014494,-0.1072463768115942,768.2608695652174,5301.324637681159,2749.6173913043476,8835.049275362318,1879.4985507246377,0,262.24347826086955,-126.42898550724638,2879.072463768116
22903.298550724638,0,179,259.68695652173915,-0.09855072463768116,768.2260869565217,5315.07536231884,2727.5188405797103,8797.692753623189,1879.591304347826,0,262.2144927536232,-158.02898550724638,2872.4202898550725
22820.318840579712,0,178.98840579710145,259.3536231884058,-0.09855072463768116,768.3942028985507,5320.620289855073,2714.695652173913,8772.733333333334,1879.4231884057972,0,262.168115942029,-203.57391304347826,2867.6144927536234
22742.704347826086,0,179,259.46666666666664,-0.08115942028985507,768.4782608695652,5324.568115942029,2707.4666666666667,8742.072463768116,1879.2753623188405,0,262.08985507246376,-240.48695652173913,2860.855072463768
22666.814492753623,0,178.94782608695652,259.4,-0.07536231884057971,768.5420289855073,5325.660869565218,2700.6782608695653,8713.478260869566,1879.1391304347826,0,262.09565217391304,-277.5739130434783,2856.521739130435
22592.608695652172,0,178.93623188405797,259.74202898550726,-0.07246376811594203,768.663768115942,5317.521739130435,2694.707246376812,8688.872463768115,1878.9797101449276,0,262.04927536231884,-306.5739130434783,2849.782608695652
22515.147826086955,0,178.968115942029,259.8695652173913,-0.07536231884057971,768.7420289855072,5311.339130434782,2689.704347826087,8655.127536231885,1878.6869565217391,0,262.0869565217391,-332.74782608695654,2843.4463768115943
22440.8115942029,0,179.00579710144928,260.0289855072464,-0.0927536231884058,768.7739130434783,5309.739130434783,2679.3594202898553,8617.617391304348,1878.5159420289856,0,262.1014492753623,-351.5275362318841,2837.289855072464
22378.476744186046,0,179.0203488372093,259.9912790697674,-0.09883720930232558,768.8023255813954,5303.139534883721,2660.357558139535,8587.587209302326,1877.2296511627908,0,262.0639534883721,-356.32267441860466,2836.7063953488373
22349.76453488372,0,178.98546511627907,260.4331395348837,-0.04941860465116279,768.8633720930233,5277.851744186047,2650.0203488372094,8568.959302325582,1876.7267441860465,0,262.09302325581393,-327.32267441860466,2833.203488372093
22307.73546511628,0,178.94476744186048,260.2470930232558,-0.05232558139534884,768.7819767441861,5265.813953488372,2643.1947674418607,8545.235465116279,1876.5116279069769,0,262.3343023255814,-322.28197674418607,2829.0058139534885
22249.043604651164,0,178.96802325581396,260.1918604651163,-0.08139534883720931,768.8691860465116,5248.752906976744,2640.031976744186,8526.107558139534,1876.2441860465117,0,262.2529069767442,-334.97093023255815,2822.6773255813955
22184.023255813954,0,178.96802325581396,260.1889534883721,-0.09593023255813954,768.8517441860465,5246.970930232558,2636.4738372093025,8491.898255813954,1876.25,0,262.1046511627907,-354.1337209302326,2816.546511627907
22123.802325581397,0,179.0203488372093,260.11337209302326,-0.08139534883720931,768.875,5252.4738372093025,2619.4738372093025,8460.636627906977,1876.3837209302326,0,262.13662790697674,-364.98546511627904,2809.7558139534885
22064.0261627907,0,178.98546511627907,260.0755813953488,-0.09593023255813954,768.8401162790698,5249.7558139534885,2608.9941860465115,8442.927325581395,1876.2790697674418,0,262.0988372093023,-385.8401162790698,2802.0058139534885
22007.851744186046,0,179,260.2151162790698,-0.07267441860465117,768.9011627906976,5246.758720930233,2602.703488372093,8420.264534883721,1876.1424418604652,0,262.03779069767444,-401.5,2793.4011627906975
21965.361516034984,0,179.0612244897959,260.4110787172012,-0.07580174927113703,768.9533527696793,5238.6472303207,2598.34110787172,8398.551020408164,1879.1720116618076,0,262.30320699708454,-412.399416909621,2792.396501457726
21912.909620991253,0,179.10204081632654,260.3119533527697,-0.0728862973760933,769.0116618075801,5229.428571428572,2593.553935860058,8382.836734693878,1878.9941690962098,0,262.2274052478134,-427.7842565597668,2785.3002915451893
21861.21282798834,0,179.10495626822157,260.536443148688,-0.07580174927113703,768.9970845481049,5225.655976676385,2587.6239067055394,8359.874635568513,1878.67055393586,0,262.2040816326531,-439.8542274052478,2778.475218658892
21815.96501457726,0,179.10495626822157,260.6064139941691,-0.08454810495626822,768.9941690962099,5217.813411078717,2580.661807580175,8337.91253644315,1878.536443148688,0,262.2478134110787,-440.4518950437318,2770.6239067055394
21759.710144927536,0,179.08115942028985,260.6521739130435,-0.08405797101449275,769.0463768115942,5202.544927536232,2569.423188405797,8323.79420289855,1875.9942028985506,0,262.063768115942,-435.88695652173914,2753.08115942029
21754.063768115942,0,179.0550724637681,260.99710144927536,-0.05507246376811594,769.2289855072464,5181.744927536231,2577.1159420289855,8316.084057971015,1875.8,0,262.0927536231884,-414.43768115942026,2746.43768115942
21750.573913043478,0,178.93333333333334,260.65507246376814,-0.06956521739130435,769.0753623188406,5174.521739130435,2576,8310.791304347826,1875.4231884057972,0,262.26666666666665,-397.6521739130435,2740.6289855072464
21720.802898550726,0,178.9217391304348,260.6666666666667,-0.0782608695652174,769.1652173913044,5151.597101449275,2573.9710144927535,8304.417391304349,1875.286956521739,0,262.24347826086955,-390.48985507246374,2735.1014492753625
21690.942028985508,0,178.90144927536232,260.82608695652175,-0.07536231884057971,769.168115942029,5141.466666666666,2570.144927536232,8297.197101449276,1875.2231884057971,0,262.1565217391304,-391.1101449275362,2727.0434782608695
21655.602898550726,0,178.90434782608696,260.9913043478261,-0.08115942028985507,769.3014492753623,5129.533333333334,2556.023188405797,8288.420289855072,1875.144927536232,0,262.1217391304348,-384.12753623188405,2719.3710144927536
21624.808695652173,0,178.95942028985507,261.00289855072464,-0.08985507246376812,769.2927536231884,5118.150724637681,2549.5072463768115,8288.226086956522,1875.0927536231884,0,262.0753623188406,-388.968115942029,2711.559420289855
21602.115942028984,0,178.99710144927536,261.2492753623188,-0.08115942028985507,769.4347826086956,5107.217391304348,2551.257971014493,8288.623188405798,1875.1130434782608,0,262.0782608695652,-395.0086956521739,2703.2347826086957
21581.127536231885,0,178.9913043478261,261.44347826086954,-0.07536231884057971,769.4144927536232,5095.588405797102,2551.336231884058,8284.576811594203,1874.9797101449276,0,262.13623188405796,-390.53333333333336,2693.269565217391
21556.91884057971,0,178.9913043478261,261.32173913043476,-0.07246376811594203,769.4376811594203,5082.23768115942,2550.1536231884056,8283.46956521739,1874.9710144927535,0,262.1304347826087,-387.968115942029,2682.246376811594
21535.86086956522,0,178.95072463768116,261.5188405797102,-0.08405797101449275,769.2927536231884,5072.991304347826,2550.4115942028984,8278.742028985507,1874.840579710145,0,262.04927536231884,-384.95072463768116,2672.098550724638
21521.620289855073,0,178.91884057971015,261.6231884057971,-0.07536231884057971,768.9130434782609,5057.330434782609,2551.3217391304347,8271.565217391304,1874.8666666666666,0,262.0782608695652,-368.5768115942029,2663.655072463768
21517.144927536232,0,178.90434782608696,261.6231884057971,-0.09855072463768116,768.5942028985507,5053.452173913043,2554.9101449275363,8262.394202898551,1874.6811594202898,0,262.03478260869565,-352.86376811594204,2653.513043478261
21574.1884057971,0,178.8695652173913,262.46086956521737,-0.05507246376811594,768.6173913043478,5074.939130434783,2586.2115942028986,8236.121739130434,1874.5536231884057,0,261.9623188405797,-314.3855072463768,2644.8927536231886
21626.020289855074,0,178.78550724637682,262.5826086956522,-0.06086956521739131,768.4144927536232,5083.475362318841,2608.046376811594,8218.533333333333,1874.3130434782609,0,262.42898550724635,-265.88695652173914,2635.3884057971013
21640.68695652174,0,178.80869565217392,262.4492753623188,-0.07536231884057971,768.3391304347826,5062.536231884058,2613.730434782609,8223.208695652174,1874.3101449275362,0,262.6347826086957,-230.5768115942029,2625.3217391304347
21653.124637681158,0,178.73333333333332,262.5275362318841,-0.08115942028985507,768.2753623188406,5037.950724637682,2622.840579710145,8237.944927536231,1874.3159420289855,0,262.60869565217394,-206.30144927536233,2614.3101449275364
21652.991304347826,0,178.69855072463767,262.41449275362316,-0.08695652173913043,768.3768115942029,5020.56231884058,2613.368115942029,8259.68115942029,1874.48115942029,0,262.6521739130435,-189.00579710144928,2601.8492753623186
21654.278260869567,0,178.6,262.2840579710145,-0.08695652173913043,768.4608695652174,4988.469565217391,2609.2202898550727,8286.15072463768,1874.51884057971,0,262.60289855072466,-165.08985507246376,2589.1478260869567
21679.77971014493,0,178.5855072463768,262.55652173913046,-0.0782608695652174,768.4811594202898,4959.686956521739,2616.985507246377,8315.97391304348,1874.4608695652173,0,262.5739130434783,-136.57971014492753,2577.133333333333
21707.089855072463,0,178.5855072463768,262.3478260869565,-0.0782608695652174,768.2347826086957,4925.298550724638,2624.7130434782607,8341.866666666667,1874.3797101449275,0,262.7739130434783,-97.50144927536232,2566.4695652173914
21723.953623188405,0,178.55942028985507,262.34492753623186,-0.0782608695652174,768.1652173913044,4884.733333333334,2628.342028985507,8372.742028985507,1874.3884057971015,0,262.8086956521739,-65.25797101449275,2557.205797101449
21749.74492753623,0,178.72173913043477,262.42898550724635,-0.09855072463768116,768.0550724637682,4857.878260869566,2634.9246376811593,8401.507246376812,1874.249275362319,0,262.6608695652174,-40.74782608695652,2550.1652173913044
21781.579710144928,0,178.64057971014492,262.82608695652175,-0.10144927536231885,767.1623188405797,4867.585507246376,2600.6405797101447,8424.982608695653,1874.2202898550725,0,262.7826086956522,0.19130434782608696,2542.649275362319
21831.953623188405,0,178.49855072463768,263.231884057971,-0.09855072463768116,766.5710144927536,4957.910144927536,2495.4608695652173,8443.968115942029,1874.121739130435,0,262.9768115942029,55.585507246376814,2533.727536231884
21986.544927536233,0,178.368115942029,264.3014492753623,-0.06376811594202898,766.7942028985507,5011.150724637681,2508.959420289855,8432.742028985507,1874.2840579710146,0,264.5594202898551,158.9536231884058,2526.495652173913
22122.77391304348,0,178.26956521739132,264.9623188405797,-0.04927536231884058,766.8173913043478,5044.423188405797,2551.3797101449277,8408.808695652175,1874.0869565217392,0,269.6057971014493,247.5072463768116,2516.96231884058
22188.484057971014,0,178.16811594202898,265.3246376811594,-0.057971014492753624,766.9217391304347,5017.057971014493,2557.5420289855074,8429.28115942029,1874.1478260869565,0,270.87246376811595,322.4115942028985,2506.814492753623
22255.863372093023,0,178.2674418604651,266.11918604651163,-0.05813953488372093,767.0058139534884,4966.232558139535,2568.6627906976746,8467.71511627907,1878.2732558139535,0,271.2470930232558,389.6598837209302,2502.7383720930234
22302.75,0,178.14825581395348,266.38081395348837,-0.06686046511627906,767.0639534883721,4953.136627906977,2570.3023255813955,8517.662790697674,1878.389534883721,0,271.21802325581393,408.32848837209303,2492.186046511628
22346.066860465115,0,178.17151162790697,266.1162790697674,-0.06686046511627906,766.9331395348837,4911.331395348837,2573.4331395348836,8568.517441860466,1878.4418604651162,0,271.2238372093023,449.28779069767444,2482.6773255813955
22433.44476744186,0,178.0843023255814,266.30523255813955,-0.061046511627906974,767.1947674418604,4885.220930232558,2587.029069767442,8618.581395348838,1878.6220930232557,0,271.05232558139534,509.84593023255815,2471.5697674418607
22511.89534883721,0,178.09302325581396,266.3168604651163,-0.06686046511627906,767.1656976744187,4850.8808139534885,2600.718023255814,8655.872093023256,1878.639534883721,0,271.2325581395349,583.5087209302326,2459.5348837209303
22560.552325581397,0,178.05523255813952,266.53197674418607,-0.06395348837209303,766.9505813953489,4790.898255813953,2604.2936046511627,8693.473837209302,1878.8168604651162,0,271.2848837209302,663.453488372093,2446.857558139535
22616.683139534885,0,177.9418604651163,266.9331395348837,-0.09593023255813954,766.8517441860465,4749.735465116279,2613.5232558139537,8732.273255813954,1879.0901162790697,0,271.20348837209303,725.8052325581396,2433.421511627907
22681.4011627907,0,177.77906976744185,268.3837209302326,-0.10174418604651163,766.8081395348837,4713.843023255814,2619.470930232558,8768.828488372093,1879.2936046511627,0,271.26453488372096,795.5523255813954,2420.279069767442
22773.426086956522,0,177.61159420289854,270.72463768115944,-0.12753623188405797,766.5971014492753,4691.04347826087,2622.710144927536,8809.588405797102,1875.1478260869565,0,270.8898550724638,887.7971014492754,2401.4434782608696
23040.69275362319,0,177.3913043478261,273.263768115942,-0.06086956521739131,767.0144927536232,4694,2669.4202898550725,8830.889855072464,1875.144927536232,0,270.9014492753623,1093.072463768116,2389.655072463768
23249.628985507246,0,177.31884057971016,273.79420289855074,-0.08115942028985507,766.8811594202898,4629.313043478261,2707.2347826086957,8830.27536231884,1875.0086956521739,0,272.5275362318841,1337.6985507246377,2379.657971014493
23347.704347826086,0,177.13623188405796,273.7391304347826,-0.10434782608695652,766.7420289855072,4527.411594202898,2715.3072463768117,8847.823188405797,1875.2376811594204,0,272.4463768115942,1524.9913043478261,2366.973913043478
23443.383720930233,0,177.13662790697674,274.36337209302326,-0.11337209302325581,766.8255813953489,4461.145348837209,2717.264534883721,8872.43023255814,1879.7616279069769,0,272.5436046511628,1660.9622093023256,2361.063953488372
23520.683139534885,0,177.0639534883721,274.51162790697674,-0.1308139534883721,766.7151162790698,4448.171511627907,2706.6308139534885,8897.857558139534,1880.218023255814,0,272.46802325581393,1751.0261627906978,2346.1511627906975
23581.491279069767,0,177.03197674418604,274.4593023255814,-0.13372093023255813,766.3226744186046,4400.171511627907,2696.5087209302324,8905.526162790698,1880.360465116279,0,272.3982558139535,1877.906976744186,2330.938953488372
23669.23546511628,0,176.99127906976744,274.6744186046512,-0.1308139534883721,766.1918604651163,4351.962209302325,2698.0232558139537,8897.57558139535,1880.5523255813953,0,272.2761627906977,2039.25,2311.8691860465115
23756.85465116279,0,176.9360465116279,274.48546511627904,-0.13372093023255813,766.1162790697674,4295.383720930233,2696.3720930232557,8875.529069767443,1880.5261627906978,0,272.3343023255814,2225.7616279069766,2293.5436046511627
23812.017441860466,0,176.84011627906978,274.44476744186045,-0.15406976744186046,765.9883720930233,4220.517441860465,2681.8837209302324,8846.915697674418,1880.639534883721,0,272.43023255813955,2419.2587209302324,2273.2529069767443
23882.717201166182,0,176.8921282798834,274.66472303206996,-0.15160349854227406,765.5685131195336,4157.376093294461,2668.874635568513,8817.320699708454,1879.4868804664723,0,272.17784256559764,2625.8454810495627,2244.661807580175
23932.839650145772,0,176.71428571428572,274.6793002915452,-0.13702623906705538,765.6472303206997,4059.1720116618076,2640.9154518950436,8765.137026239066,1879.6472303206997,0,272.07580174927114,2876.816326530612,2222.1720116618076
23990.91884057971,0,176.5391304347826,274.5275362318841,-0.1246376811594203,765.5710144927536,3911.1971014492756,2567.489855072464,8692.373913043479,1876.5159420289856,0,271.88695652173914,3252.4115942028984,2202.5304347826086
24208.982608695653,0,176.42028985507247,275.3072463768116,-0.03768115942028986,765.5246376811594,3887.3971014492754,2452.7710144927537,8595.330434782609,1876.5478260869565,0,270.1391304347826,3722.776811594203,2186.805797101449
24368.452173913043,0,176.19710144927535,275.11304347826086,-0.08115942028985507,764.7971014492754,3744.2985507246376,2400.8231884057973,8507.860869565216,1876.4289855072464,0,269.0231884057971,4181.440579710145,2172.550724637681
24421.544927536233,0,176.08695652173913,274.9246376811594,-0.09855072463768116,764.5565217391304,3562.402898550725,2374.0666666666666,8425.16231884058,1876.486956521739,0,268.55652173913046,4542.391304347826,2157.008695652174
24456.765217391305,0,176.1072463768116,274.9768115942029,-0.08695652173913043,764.2869565217392,3438.136231884058,2345.973913043478,8296.79420289855,1876.4840579710144,0,268.41449275362316,4873.869565217391,2141.808695652174
24468.376811594204,0,175.9159420289855,275.08985507246376,-0.1072463768115942,764.0927536231884,3322.1623188405797,2301.391304347826,8175.48695652174,1876.736231884058,0,268.29855072463766,5184.002898550724,2125.3072463768117
24473.434782608696,0,175.92463768115942,275.0289855072464,-0.11014492753623188,764.0173913043478,3205.7130434782607,2262.046376811594,8059.171014492754,1876.791304347826,0,268.1942028985507,5480.965217391305,2105.6927536231883
24477.834782608697,0,175.94202898550725,275.168115942029,-0.1072463768115942,763.8782608695652,3067.423188405797,2234.4289855072466,7906.385507246377,1876.959420289855,0,268.18840579710144,5825.753623188406,2083.814492753623
24483.634782608697,0,175.9391304347826,275.1855072463768,-0.11884057971014493,763.7217391304348,2918.808695652174,2205.8260869565215,7767.382608695652,1876.9855072463768,0,268.2144927536232,6168.031884057971,2063.657971014493
24467.339130434782,0,175.9449275362319,275.4086956521739,-0.12173913043478261,763.3768115942029,2763.6115942028987,2177.8347826086956,7657.040579710145,1877.0347826086957,0,268.22898550724636,6463.733333333334,2045.2463768115942
24444.936231884058,0,175.86666666666667,275.39130434782606,-0.11014492753623188,762.640579710145,2627.5797101449275,2155.113043478261,7520.779710144928,1877.1333333333334,0,268.28985507246375,6754.602898550725,2027.6492753623188
